,kanji,kanji_with_hiragana,hiragana,meaning,property,example,example_meaning,step1,step2
1176,別れる,別[わか]れる,わかれる,"separate, part from",Verb,駅で友だちと<b>別れました</b>。,I parted with my friend at the station.,7,163
1177,一般,一般[いっぱん],いっぱん,"general, common",Noun,<b>一般</b>の方はこちらの席へどうぞ。,General seating is over here.,3,91
1178,目的,目的[もくてき],もくてき,"objective, purpose",Noun,彼が来た<b>目的</b>が分かりません。,I don't know the purpose of his visit.,3,149
1179,普通,普通[ふつう],ふつう,"normal, regular",Adjectival Noun,彼女は<b>普通</b>の女の子だ。,She's just a normal girl.,4,177
1180,タオル,タオル,タオル,towel,Noun,私は<b>タオル</b>で顔をふいた。,I wiped my face with a towel.,8,24
1181,並ぶ,並[なら]ぶ,ならぶ,"line up, be parallel",Verb,ここに<b>並んで</b>ください。,Please line up here.,4,156
1182,並べる,並[なら]べる,ならべる,"line (st) up, display, set up",Verb,私は料理をテーブルに<b>並べた</b>。,I arranged the food on the table.,5,133
1183,平和,平和[へいわ],へいわ,"peace, harmony",Adjectival Noun,この国は<b>平和</b>です。,This country is peaceful.,4,195
1184,高等学校,高等学校[こうとうがっこう],こうとうがっこう,senior high school,Noun,弟が<b>高等学校</b>を卒業しました。,My little brother graduated from high school.,8,146
1185,パチンコ,パチンコ,パチンコ,pachinko (vertical pinball),Noun,彼は毎日<b>パチンコ</b>をしています。,He plays pachinko every day.,8,28
1186,病院,病院[びょういん],びょういん,hospital,Noun,<b>病院</b>はどこですか。,Where is the hospital?,3,198
1187,入院,入院[にゅういん],にゅういん,be hospitalized,Verbal Noun,昨日、母が<b>入院</b>しました。,My mother was hospitalized yesterday.,5,37
1188,大学院,大学院[だいがくいん],だいがくいん,graduate school,Noun,彼は<b>大学院</b>に進みました。,He's gone on to graduate school.,6,122
1189,医者,医者[いしゃ],いしゃ,doctor,Noun,私は<b>医者</b>に相談した。,I consulted the doctor.,6,5
1190,みかん,みかん,みかん,"tangerine, mandarin orange",Noun,<b>みかん</b>を1つください。,Please give me a tangerine.,8,31
1191,お医者さん,お 医者[いしゃ]さん,おいしゃさん,doctor,Noun,熱があるので<b>お医者さん</b>に行った。,I went to the doctor because I had a fever.,10,188
1192,歯医者,歯医者[はいしゃ],はいしゃ,dentist,Noun,私は<b>歯医者</b>が嫌いです。,I hate the dentist.,9,57
1193,歯,歯[は],は,"tooth, cog",Noun,私の<b>歯</b>は丈夫です。,My teeth are strong.,9,133
1194,歯ブラシ,歯[は]ブラシ,はぶらし,toothbrush,Noun,新しい<b>歯ブラシ</b>が必要だ。,I need a new toothbrush.,9,155
1195,ケーキ,ケーキ,ケーキ,cake,Noun,誕生日に<b>ケーキ</b>を食べました。,We ate cake on his birthday.,8,33
1196,科学,科学[かがく],かがく,science,Noun,<b>科学</b>は常に進歩している。,Science is always advancing.,5,83
1197,教科書,教科書[きょうかしょ],きょうかしょ,"textbook, schoolbook",Noun,日本語の<b>教科書</b>を忘れた。,I forgot my Japanese textbook.,5,186
1198,理科,理科[りか],りか,science,Noun,私は<b>理科</b>が得意です。,I'm good at science.,7,158
1199,亡くなる,亡[な]くなる,なくなる,"die, pass away",Verb,おととい、昔の友人が<b>亡くなった</b>。,An old friend died the day before yesterday.,5,97
1200,コップ,コップ,コップ,"cup, glass",Noun,私は毎朝<b>コップ</b>一杯の水を飲む。,I drink a glass of water every morning.,8,34
1201,忙しい,忙[いそが]しい,いそがしい,"busy, occupied",Adjective,<b>忙しい</b>ので手伝ってください。,"I have a lot to do, so please help me out.",5,170
1202,疲れる,疲[つか]れる,つかれる,"get tired, become fatigued",Verb,私は<b>疲れて</b>ふらふらです。,I'm tired and feel dizzy.,6,110
1203,禁煙,禁煙[きんえん],きんえん,"no smoking, giving up smoking",Verbal Noun,彼は今、<b>禁煙</b>しています。,He's stopped smoking now.,7,98
1204,酔っ払い,酔[よ]っ 払[ぱら]い,よっぱらい,drunk person,Noun,彼はただの<b>酔っ払い</b>です。,He's nothing but a drunk.,9,63
1205,ナイロン,ナイロン,ナイロン,nylon,Noun,このジャケットは<b>ナイロン</b>でできています。,This jacket is made of nylon.,8,38
1206,酔っ払う,酔[よ]っ 払[ぱら]う,よっぱらう,get drunk,Verb,昨夜は<b>酔っ払いました</b>。,I got drunk last night.,9,109
1207,危ない,危[あぶ]ない,あぶない,"dangerous, uncertain",Adjective,その道は車が多くて<b>危ない</b>。,"There are many cars on that road, so it's dangerous.",7,131
1208,危険,危険[きけん],きけん,"danger, dangerous",Adjectival Noun,その地域は今、<b>危険</b>だ。,That region is dangerous right now.,4,176
1209,存在,存在[そんざい],そんざい,"existence, being",Verbal Noun,宇宙人は<b>存在</b>すると思いますか。,Do you think that aliens exist?,3,105
1210,スーツ,スーツ,スーツ,suit,Noun,あの<b>スーツ</b>はそんなに高くない。,That suit is reasonably priced.,8,47
1211,注目,注目[ちゅうもく],ちゅうもく,"attention, notice",Verbal Noun,私たちはその会社に<b>注目</b>している。,We have our eyes on that company.,4,55
1212,注文,注文[ちゅうもん],ちゅうもん,"order, request",Verbal Noun,レストランでピザを<b>注文</b>しました。,I ordered pizza at the restaurant.,6,53
1213,意味,意味[いみ],いみ,"meaning, significance",Noun,それはどういう<b>意味</b>ですか。,What does that mean?,3,39
1214,意見,意見[いけん],いけん,opinion,Noun,あなたの<b>意見</b>が聞きたいです。,I want to hear your opinion.,3,181
1215,チケット,チケット,チケット,ticket,Noun,この遊園地の<b>チケット</b>は3000円です。,The tickets for this amusement park are 3000 yen.,8,48
1216,注意,注意[ちゅうい],ちゅうい,"attention, care, watch out",Verbal Noun,車に<b>注意</b>してください。,Please watch out for traffic.,4,180
1217,用意,用意[ようい],ようい,"prepare, ready oneself",Verbal Noun,食事の<b>用意</b>ができました。,The meal is ready.,5,22
1218,確か,確[たし]か,たしか,"for sure, for certain",Adjectival Noun,彼の昇進は<b>確か</b>だ。,He's sure to get a promotion.,5,192
1219,確認,確認[かくにん],かくにん,confirmation,Verbal Noun,もう一度、予約を<b>確認</b>した。,I confirmed my reservation one more time.,4,100
1220,チョコレート,チョコレート,チョコレート,chocolate,Noun,妹は<b>チョコレート</b>が大好きです。,My little sister loves chocolate.,8,49
1221,機能,機能[きのう],きのう,"function, feature",Verbal Noun,このソフトにはいろいろな<b>機能</b>があります。,This software has a lot of various features.,3,22
1222,ジェット機,ジェット 機[き],ジェットき,jet (plane),Noun,<b>ジェット機</b>が飛んでいる。,The jet plane is flying.,7,83
1223,機械,機械[きかい],きかい,machine,Noun,新しい<b>機械</b>が壊れた。,The new machine broke.,4,54
1224,材料,材料[ざいりょう],ざいりょう,"ingredients, material",Noun,サラダの<b>材料</b>をそろえました。,I have all the ingredients for the salad.,4,23
1225,チャンネル,チャンネル,チャンネル,channel,Noun,テレビの<b>チャンネル</b>を変えてください。,Please change the TV channel.,8,61
1226,具体的,具体的[ぐたいてき],ぐたいてき,"specific, concrete",Adjectival Noun,<b>具体的</b>な例をいくつか見せてください。,Please show me some concrete examples.,4,38
1227,基づく,基[もと]づく,もとづく,be based on,Verb,この話は真実に<b>基づいています</b>。,This story is based on truth.,4,42
1228,基本,基本[きほん],きほん,"basis, foundation",Noun,今、ジャズダンスの<b>基本</b>を習っています。,We're learning the basics of jazz dance at the moment.,4,110
1229,基準,基準[きじゅん],きじゅん,"standard, criteria",Noun,判断の<b>基準</b>が示された。,The standards of judgment were outlined.,4,138
1230,つまらない,つまらない,つまらない,"boring, dull",Adjective,彼の話は<b>つまらない</b>ですね。,What he's talking about is boring.,8,62
1231,備える,備[そな]える,そなえる,"prepare for (disaster), equip (st) with",Verb,災害に<b>備えて</b>大量の水を買い込んだ。,I bought large quantities of water to prepare for disasters.,3,114
1232,準備,準備[じゅんび],じゅんび,"prepare for, ready for",Verbal Noun,明日の会議の<b>準備</b>をした。,I prepared for tomorrow's meeting.,4,185
1233,設計,設計[せっけい],せっけい,"design, plan",Verbal Noun,兄は船の<b>設計</b>をしています。,My big brother is designing a ship.,3,186
1234,施設,施設[しせつ],しせつ,"facilities, institution",Noun,そのホテルにはレジャー<b>施設</b>がたくさんある。,There are a lot of leisure facilities in the hotel.,4,61
1235,マッチ,マッチ,マッチ,"match, matchbox",Noun,<b>マッチ</b>を持っていますか。,Do you have a match?,8,63
1236,設ける,設[もう]ける,もうける,"set up, establish, prepare",Verb,授業の終わりに復習の時間を<b>設けた</b>。,I set up a review time at the end of class.,4,116
1237,説明,説明[せつめい],せつめい,"explanation, description",Verbal Noun,この単語の意味を<b>説明</b>してください。,Please tell me the meaning of this word.,4,178
1238,小説,小説[しょうせつ],しょうせつ,"novel, story",Noun,私は月に3冊くらい<b>小説</b>を読みます。,I read about three novels a month.,5,109
1239,公開,公開[こうかい],こうかい,opening (to the public),Verbal Noun,その映画は今日、<b>公開</b>されます。,The movie opens to the public today.,4,35
1240,いとこ,いとこ,いとこ,cousin,Noun,<b>いとこ</b>と私は同じ年です。,My cousin and I are the same age.,8,64
1241,公園,公園[こうえん],こうえん,"park, public garden",Noun,子供たちが<b>公園</b>で遊んでいる。,The children are playing in the park.,5,155
1242,動物園,動物園[どうぶつえん],どうぶつえん,zoo,Noun,昨日子供たちと<b>動物園</b>に行きました。,I went to the zoo with my kids yesterday.,7,129
1243,祭り,祭[まつ]り,まつり,festival,Noun,彼女は<b>祭り</b>が大好きです。,She loves festivals.,6,167
1244,国際,国際[こくさい],こくさい,international,Noun,ここで<b>国際</b>会議が開かれます。,An international conference is going to be held here.,4,4
1245,ストーブ,ストーブ,ストーブ,"paraffin heater, stove",Noun,うちではまだ<b>ストーブ</b>を使っています。,We still use a heating stove at my house.,8,68
1246,実際,実際[じっさい],じっさい,"reality, truth, the actual situation",Adverb,彼は<b>実際</b>にはあまり背が高くない。,"Actually, he's not very tall.",4,63
1247,飛行場,飛行場[ひこうじょう],ひこうじょう,"airport, airfield",Noun,バスが<b>飛行場</b>に着きました。,The bus arrived at the airport.,7,6
1248,航空便,航空便[こうくうびん],こうくうびん,airmail,Noun,<b>航空便</b>で書類が届きました。,The document reached me by airmail.,9,75
1249,船便,船便[ふなびん],ふなびん,surface mail&nbsp;(ship),Noun,アメリカの友人から<b>船便</b>が届いた。,Something arrived by surface mail from my friend in the United States.,10,147
1250,ガソリンスタンド,ガソリンスタンド,ガソリンスタンド,gas station,Noun,この近くに<b>ガソリンスタンド</b>はありますか。,Is there a gas station nearby?,8,71
1251,船,船[ふね],ふね,"ship, boat, vessel",Noun,私たちは<b>船</b>に乗った。,We got on the ship.,10,148
1252,空港,空港[くうこう],くうこう,airport,Noun,<b>空港</b>までリムジンバスで行った。,I went to the airport by shuttle bus.,5,2
1253,港,港[みなと],みなと,"port, harbor",Noun,<b>港</b>に船が着きました。,The ship arrived at the port.,10,164
1254,島,島[しま],しま,"island, isle",Noun,日本は<b>島</b>国です。,Japan is an island nation.,5,29
1255,デート,デート,デート,date,Verbal Noun,<b>デート</b>で遊園地に行きました。,I went on a date to an amusement park.,8,77
1256,完成,完成[かんせい],かんせい,"completion, finish",Verbal Noun,新しいホームページが<b>完成</b>した。,We finished our new home page.,3,103
